title,genres,release_date,vote_average,popularity,year
The Blues Brothers,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",1980-06-17,7.5,44.714264,1980
The Sisterhood of the Traveling Pants 2,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",2008-08-06,6.0,11.870301,2008
Joyful Noise,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",2012-01-13,6.7,5.753705,2012
About a Boy,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2002-04-26,6.6,28.227984,2002
Lake Placid,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1999-07-15,5.5,11.678561,1999
Lucky Number Slevin,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",2006-02-24,7.4,36.921445,2006
The Right Stuff,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1983-10-20,7.3,17.567332,1983
Anonymous,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",2011-10-21,6.3,16.698316,2011
The NeverEnding Story,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}]",1984-04-05,7.0,47.862016,1984
Dark City,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",1998-02-27,7.2,39.324831,1998
The Duchess,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",2008-09-05,6.7,18.591657,2008
Return to Oz,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",1985-06-21,6.7,5.650125,1985
The Newton Boys,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",1998-03-26,5.9,3.123583,1998
Case 39,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2009-08-13,6.1,23.917982,2009
Suspect Zero,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2004-08-27,5.5,8.715822,2004
Martian Child,"[{""id"": 18, ""name"": ""Drama""}]",2007-11-02,6.8,5.737161,2007
Spy Kids: All the Time in the World,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}]",2011-08-18,4.4,14.788073,2011
Money Monster,"[{""id"": 53, ""name"": ""Thriller""}]",2016-05-12,6.5,38.279458,2016
The 51st State,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2001-12-07,5.9,9.670031,2001
Flawless,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1999-11-26,5.9,5.271559,1999
Mindhunters,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2004-05-07,6.3,17.193659,2004
What Just Happened,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2008-10-17,5.2,8.31653,2008
The Statement,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2003-12-12,5.9,2.653988,2003
The Magic Flute,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",2006-09-07,6.9,0.548435,2006
Paul Blart: Mall Cop,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2009-01-15,5.2,31.250383,2009
Freaky Friday,"[{""id"": 35, ""name"": ""Comedy""}]",2003-08-03,6.0,24.345651,2003
The 40 Year Old Virgin,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2005-08-11,6.2,38.473732,2005
Shakespeare in Love,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 36, ""name"": ""History""}]",1998-12-11,6.8,31.792964,1998
A Walk Among the Tombstones,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2014-09-18,6.2,61.309619,2014
Kindergarten Cop,"[{""id"": 35, ""name"": ""Comedy""}]",1990-12-21,5.8,5.411154,1990
Pineapple Express,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2008-08-06,6.6,41.832392,2008
Ever After: A Cinderella Story,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",1998-07-31,6.8,21.988861,1998
Open Range,"[{""id"": 37, ""name"": ""Western""}]",2003-08-29,7.0,19.068175,2003
Flatliners,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1990-08-09,6.3,24.114459,1990
A Bridge Too Far,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",1977-06-15,6.9,20.256571,1977
Red Eye,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2005-08-04,6.2,8.802626,2005
Final Destination 2,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",2003-01-31,5.9,37.355826,2003
"O Brother, Where Art Thou?","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2000-08-30,7.3,39.742009,2000
Legion,"[{""id"": 27, ""name"": ""Horror""}]",2010-01-21,5.2,30.981604,2010
Pain & Gain,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]",2013-04-18,6.1,31.893932,2013
In Good Company,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2004-12-29,5.9,15.376391,2004
Clockstoppers,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2002-03-17,4.9,5.894163,2002
Silverado,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",1985-07-10,7.1,10.981038,1985
Brothers,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",2009-01-27,6.8,22.07638,2009
Agent Cody Banks 2: Destination London,"[{""id"": 35, ""name"": ""Comedy""}]",2004-12-03,5.2,10.925618,2004
New Year's Eve,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2011-12-08,5.7,21.219292,2011
Original Sin,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",2001-08-03,5.8,14.831402,2001
The Raven,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2012-03-09,6.1,22.520842,2012
Welcome to Mooseport,"[{""id"": 35, ""name"": ""Comedy""}]",2004-02-24,4.8,3.314094,2004
Highlander: The Final Dimension,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1994-11-29,4.5,7.964451,1994
Blood and Wine,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1996-10-03,5.5,1.492056,1996
Snow White: A Tale of Terror,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",1997-07-18,6.0,4.810621,1997
The Curse of the Jade Scorpion,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",2001-08-05,6.5,9.317265,2001
Accidental Love,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",2015-02-10,3.9,5.644844,2015
Flipper,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",1996-05-17,5.3,4.475007,1996
Self/less,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2015-07-10,6.3,66.097437,2015
The Constant Gardener,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2005-08-31,6.8,20.679652,2005
The Passion of the Christ,"[{""id"": 18, ""name"": ""Drama""}]",2004-02-25,6.9,38.171417,2004
Mrs. Doubtfire,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",1993-11-24,7.0,30.884535,1993
Rain Man,"[{""id"": 18, ""name"": ""Drama""}]",1988-12-11,7.6,49.510658,1988
Gran Torino,"[{""id"": 18, ""name"": ""Drama""}]",2008-12-09,7.8,50.7453,2008
W.,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2008-10-17,6.1,10.445391,2008
Taken,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2008-02-18,7.2,80.879032,2008
The Best of Me,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2014-10-16,7.2,33.93914,2014
The Bodyguard,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",1992-11-25,6.1,26.576385,1992
Schindler's List,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",1993-11-29,8.3,104.469351,1993
The Help,"[{""id"": 18, ""name"": ""Drama""}]",2011-08-09,7.8,42.191509,2011
The Fifth Estate,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2013-10-11,5.7,20.267062,2013
Scooby-Doo 2: Monsters Unleashed,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2004-03-24,5.4,22.644275,2004
Forbidden Kingdom,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 14, ""name"": ""Fantasy""}]",2014-01-30,4.9,7.182761,2014
Freddy vs. Jason,"[{""id"": 27, ""name"": ""Horror""}]",2003-08-15,5.8,26.69592,2003
The Face of an Angel,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",2014-09-06,4.7,7.336256,2014
Jimmy Neutron: Boy Genius,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",2001-12-21,5.6,12.739721,2001
Cloverfield,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2008-01-15,6.4,46.942396,2008
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1991-03-22,5.8,15.505137,1991
The Untouchables,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",1987-06-02,7.6,38.272889,1987
No Country for Old Men,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2007-11-08,7.7,53.645267,2007
Ride Along,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2014-01-07,6.1,28.468,2014
Bridget Jones's Diary,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",2001-04-13,6.5,35.310712,2001
Chocolat,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2000-12-14,6.8,28.727731,2000
"Legally Blonde 2: Red, White & Blonde","[{""id"": 35, ""name"": ""Comedy""}]",2003-07-02,5.1,4.340616,2003
Parental Guidance,"[{""id"": 35, ""name"": ""Comedy""}]",2012-12-25,5.7,14.604911,2012
No Strings Attached,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2011-01-21,6.1,38.688822,2011
Tombstone,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 37, ""name"": ""Western""}]",1993-12-25,7.4,30.537845,1993
Romeo Must Die,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2000-03-20,6.0,19.750059,2000
The Omen,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",1976-06-06,7.2,25.939385,1976
Final Destination 3,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",2006-02-10,5.8,31.64341,2006
The Lucky One,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2012-04-19,6.8,26.811541,2012
Bridge to Terabithia,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",2007-02-16,7.0,40.646102,2007
Finding Neverland,"[{""id"": 18, ""name"": ""Drama""}]",2004-10-17,7.2,34.160448,2004
A Madea Christmas,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2013-12-13,7.0,5.377155,2013
The Grey,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2012-01-26,6.4,48.552871,2012
Hide and Seek,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2005-01-27,6.1,18.228538,2005
Anchorman: The Legend of Ron Burgundy,"[{""id"": 35, ""name"": ""Comedy""}]",2004-07-09,6.7,29.342744,2004
GoodFellas,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",1990-09-12,8.2,63.654244,1990
Agent Cody Banks,"[{""id"": 28, ""name"": ""Action""}]",2003-03-14,5.0,11.859396,2003
Nanny McPhee,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2005-10-21,6.4,24.356483,2005
Scarface,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1983-12-08,8.0,70.105981,1983
Nothing to Lose,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",1997-07-18,6.3,8.618208,1997
The Last Emperor,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1987-10-21,7.4,21.189028,1987
Contraband,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",2012-01-12,6.1,31.364901,2012
Money Talks,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",1997-08-22,5.9,7.615653,1997
There Will Be Blood,"[{""id"": 18, ""name"": ""Drama""}]",2007-12-28,7.9,37.817905,2007
The Wild Thornberrys Movie,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",2002-12-20,5.8,5.784661,2002
Rugrats Go Wild,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2003-06-13,5.6,8.255708,2003
Undercover Brother,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2002-05-31,5.5,6.086083,2002
The Sisterhood of the Traveling Pants,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2005-06-01,6.3,17.17372,2005
Kiss of the Dragon,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2001-07-06,6.4,16.936576,2001
The House Bunny,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",2008-08-22,5.6,25.838073,2008
Beauty Shop,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2005-06-02,5.4,5.625632,2005
Million Dollar Arm,"[{""id"": 18, ""name"": ""Drama""}]",2014-05-09,6.6,17.312433,2014
The Giver,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",2014-08-11,6.4,53.811461,2014
What a Girl Wants,"[{""id"": 35, ""name"": ""Comedy""}]",2003-03-27,5.8,7.057765,2003
Jeepers Creepers 2,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2003-08-08,5.5,19.045146,2003
Good Luck Chuck,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2007-09-21,5.5,21.729434,2007
Cradle 2 the Grave,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2003-02-28,5.8,12.837116,2003
The Hours,"[{""id"": 18, ""name"": ""Drama""}]",2002-12-27,7.0,20.953265,2002
She's the Man,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",2006-03-17,6.4,10.81439,2006
Mr. Bean's Holiday,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",2007-03-22,6.1,27.683874,2007
Anacondas: The Hunt for the Blood Orchid,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2004-08-26,4.9,9.855474,2004
Blood Ties,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2013-08-22,6.0,12.756344,2013
August Rush,"[{""id"": 18, ""name"": ""Drama""}]",2007-11-21,7.1,29.533437,2007
Elizabeth,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1998-09-13,7.1,14.179538,1998
Bride of Chucky,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",1998-10-16,5.5,14.340095,1998
Tora! Tora! Tora!,"[{""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10752, ""name"": ""War""}]",1970-01-26,6.9,9.795985,1970
Spice World,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",1997-12-19,4.7,6.889437,1997
The Sitter,"[{""id"": 35, ""name"": ""Comedy""}]",2011-12-09,5.4,19.428994,2011
Dance Flick,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",2009-05-22,4.7,7.326034,2009
The Shawshank Redemption,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",1994-09-23,8.5,136.747729,1994
Crocodile Dundee in Los Angeles,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2001-04-12,4.7,6.081772,2001
Kingpin,"[{""id"": 35, ""name"": ""Comedy""}]",1996-07-04,6.7,17.329269,1996
The Gambler,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2014-12-25,5.7,22.622453,2014
August: Osage County,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2013-12-26,6.9,20.561682,2013
Ice Princess,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2005-03-17,5.9,13.288177,2005
A Lot Like Love,"[{""id"": 35, ""name"": ""Comedy""}]",2005-04-22,6.5,19.212552,2005
Eddie the Eagle,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2016-02-26,7.2,29.365851,2016
He Got Game,"[{""id"": 18, ""name"": ""Drama""}]",1998-05-01,6.7,10.232599,1998
Don Juan DeMarco,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",1994-10-01,6.2,8.870614,1994
Dear John,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",2010-02-04,6.6,19.402816,2010
The Losers,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2010-04-23,6.2,24.903418,2010
Don't Be Afraid of the Dark,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2010-11-06,5.4,14.562197,2010
War,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2007-08-24,6.0,18.896239,2007
Punch-Drunk Love,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2002-10-25,6.9,15.960916,2002
EuroTrip,"[{""id"": 35, ""name"": ""Comedy""}]",2004-02-20,6.5,25.848003,2004
Half Past Dead,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2002-11-15,4.6,6.337063,2002
Unaccompanied Minors,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2006-12-08,5.4,10.006282,2006
"Bright Lights, Big City","[{""id"": 18, ""name"": ""Drama""}]",1988-04-01,4.7,2.753501,1988
The Adventures of Pinocchio,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",1996-07-26,5.0,6.718497,1996
The Greatest Game Ever Played,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",2005-09-30,6.9,7.538513,2005
The Box,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2009-09-17,5.4,21.606001,2009
The Ruins,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",2008-04-02,5.6,13.715715,2008
The Next Best Thing,"[{""id"": 35, ""name"": ""Comedy""}]",2000-03-03,4.3,3.707511,2000
My Soul to Take,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2010-10-08,5.2,7.001176,2010
The Girl Next Door,"[{""id"": 35, ""name"": ""Comedy""}]",2004-04-09,6.3,39.784026,2004
Maximum Risk,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",1996-09-13,5.2,10.115011,1996
Stealing Harvard,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2002-09-13,4.4,7.321181,2002
Legend,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2015-09-09,6.7,32.854557,2015
Hot Rod,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2007-08-03,6.3,6.309587,2007
Shark Night,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2011-09-02,4.9,8.363702,2011
Angela's Ashes,"[{""id"": 18, ""name"": ""Drama""}]",1999-12-25,7.0,4.88794,1999
Draft Day,"[{""id"": 18, ""name"": ""Drama""}]",2014-04-11,6.5,14.17009,2014
Lifeforce,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1985-06-20,6.2,12.18362,1985
The Conspirator,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2010-09-10,6.2,9.169271,2010
Lords of Dogtown,"[{""id"": 18, ""name"": ""Drama""}]",2005-06-03,7.0,8.127728,2005
