title,genres,release_date,vote_average,popularity,year
The 33,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2015-08-06,6.0,10.699952,2015
Big Trouble in Little China,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",1986-05-30,7.1,29.796394,1986
Fly Me to the Moon,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2012-10-29,5.6,11.60921,2012
Warrior,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",2011-09-09,7.7,51.915025,2011
Michael Collins,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1996-10-25,6.7,8.314624,1996
Gettysburg,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1993-10-08,6.6,5.529035,1993
Stop-Loss,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",2008-03-28,6.1,4.002579,2008
Abandon,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2002-10-14,4.6,3.888776,2002
Brokedown Palace,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1999-08-13,6.2,7.296459,1999
The Possession,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2012-08-30,5.8,21.680424,2012
Mrs. Winterbourne,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",1996-04-19,5.3,7.946769,1996
Straw Dogs,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2011-09-16,5.5,7.473455,2011
The Hoax,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2006-10-14,6.4,5.073536,2006
Stone Cold,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1991-05-17,5.7,3.623002,1991
The Road,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",2009-11-25,6.8,41.075532,2009
Sheena,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1984-08-17,5.0,4.020194,1984
Underclassman,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2005-09-02,5.5,2.083856,2005
Say It Isn't So,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2001-03-12,4.8,2.909346,2001
The World's Fastest Indian,"[{""id"": 18, ""name"": ""Drama""}]",2005-10-12,7.3,8.450513,2005
Tank Girl,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1995-03-31,5.5,8.186936,1995
King's Ransom,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2005-04-22,5.1,5.079017,2005
Blindness,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2008-05-14,6.4,17.603823,2008
BloodRayne,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",2005-10-22,3.5,7.008216,2005
Carnage,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2011-09-16,7.0,20.011435,2011
Where the Truth Lies,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2005-10-07,5.9,4.051221,2005
Cirque du Soleil: Worlds Away,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",2012-11-09,6.1,5.987486,2012
Without Limits,"[{""id"": 18, ""name"": ""Drama""}]",1998-09-11,6.2,3.849873,1998
Me and Orson Welles,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2009-11-25,6.6,3.593165,2009
The Best Offer,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",2013-01-01,7.7,30.058263,2013
The Bad Lieutenant: Port of Call - New Orleans,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",2009-09-11,6.0,17.339852,2009
A Turtle's Tale: Sammy's Adventures,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2010-08-03,5.6,15.805449,2010
Little White Lies,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2010-10-20,7.1,15.279021,2010
Love Ranch,"[{""id"": 18, ""name"": ""Drama""}]",2010-06-30,6.0,5.000126,2010
The True Story of Puss 'n Boots,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}]",2009-04-01,3.8,1.684948,2009
Space Dogs,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",2010-03-18,6.3,5.753564,2010
The Counselor,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2013-10-25,5.0,35.022029,2013
Ironclad,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]",2011-03-03,6.2,12.31708,2011
Waterloo,"[{""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",1970-10-26,7.0,1.894749,1970
Kung Fu Jungle,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2014-10-31,6.5,6.895866,2014
Red Sky,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2014-03-12,4.1,3.344158,2014
Dangerous Liaisons,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1988-12-16,7.0,14.480628,1988
On the Road,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",2012-05-22,5.5,14.613152,2012
Star Trek IV: The Voyage Home,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",1986-11-25,6.9,22.258428,1986
Rocky Balboa,"[{""id"": 18, ""name"": ""Drama""}]",2006-12-20,6.5,30.445257,2006
Scream 2,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",1997-12-09,6.1,35.244037,1997
Jane Got a Gun,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",2016-01-01,5.4,15.333575,2016
Think Like a Man Too,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2014-06-20,6.4,15.237142,2014
The Whole Nine Yards,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2000-02-18,6.2,23.441135,2000
Footloose,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",1984-02-17,6.4,25.03414,1984
Old School,"[{""id"": 35, ""name"": ""Comedy""}]",2003-02-21,6.6,24.70166,2003
The Fisher King,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1991-09-09,7.2,16.146572,1991
I Still Know What You Did Last Summer,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1998-11-13,5.1,20.793026,1998
Return to Me,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2000-04-07,6.1,5.771479,2000
Zack and Miri Make a Porno,"[{""id"": 35, ""name"": ""Comedy""}]",2008-09-18,6.1,27.326466,2008
Nurse Betty,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2000-09-08,5.9,3.572339,2000
The Men Who Stare at Goats,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10752, ""name"": ""War""}]",2009-10-17,5.9,20.69219,2009
Double Take,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2001-01-12,5.5,1.903405,2001
"Girl, Interrupted","[{""id"": 18, ""name"": ""Drama""}]",1999-12-21,7.6,10.713521,1999
Win a Date with Tad Hamilton!,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2004-01-23,5.5,7.701041,2004
Muppets from Space,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",1999-07-14,5.8,6.589193,1999
The Wiz,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10402, ""name"": ""Music""}]",1978-10-24,5.9,2.753313,1978
Ready to Rumble,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2000-04-07,4.7,3.113009,2000
Play It to the Bone,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1999-12-25,5.7,5.566203,1999
I Don't Know How She Does It,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",2011-09-16,5.0,8.630825,2011
Piranha 3D,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",2010-08-20,5.3,23.343839,2010
Beyond the Sea,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",2004-12-17,6.5,6.138213,2004
Meet the Deedles,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1998-03-27,4.1,2.353441,1998
The Thief and the Cobbler,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",1993-09-23,6.8,2.439184,1993
The Bridge of San Luis Rey,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",2004-01-01,5.4,0.515677,2004
Faster,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2010-11-23,6.1,26.324874,2010
Howl's Moving Castle,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]",2004-11-19,8.2,49.549984,2004
Zombieland,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",2009-10-07,7.2,57.300674,2009
The Waterboy,"[{""id"": 35, ""name"": ""Comedy""}]",1998-11-06,5.9,23.839127,1998
The Empire Strikes Back,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1980-05-17,8.2,78.51783,1980
Bad Boys,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1995-04-07,6.5,33.872182,1995
The Naked Gun 2½: The Smell of Fear,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1991-06-28,6.6,27.33256,1991
Final Destination,"[{""id"": 27, ""name"": ""Horror""}]",2000-03-16,6.4,38.799596,2000
The Ides of March,"[{""id"": 18, ""name"": ""Drama""}]",2011-09-24,6.5,20.317469,2011
Pitch Black,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",2000-02-18,6.7,18.493202,2000
Someone Like You...,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2001-03-30,6.0,7.901891,2001
Her,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",2013-12-18,7.9,53.682367,2013
Joy Ride,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",2001-10-05,6.3,11.183197,2001
The Adventurer: The Curse of the Midas Box,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",2013-12-05,5.1,8.842722,2013
Anywhere But Here,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1999-11-12,5.9,8.976738,1999
The Crew,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2000-08-21,6.4,2.634119,2000
Haywire,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2011-11-06,5.6,26.257951,2011
Jaws: The Revenge,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",1987-07-17,3.5,12.777008,1987
Marvin's Room,"[{""id"": 18, ""name"": ""Drama""}]",1996-12-18,6.6,6.130231,1996
The Longshots,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",2008-08-22,6.5,4.030724,2008
The End of the Affair,"[{""id"": 18, ""name"": ""Drama""}]",1999-12-03,6.6,6.921263,1999
Harley Davidson and the Marlboro Man,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1991-08-23,6.1,12.869436,1991
In the Valley of Elah,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",2007-08-31,6.6,15.676123,2007
Coco Before Chanel,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2009-04-22,6.6,8.426589,2009
Forsaken,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}]",2015-09-16,5.8,11.071522,2015
Cheri,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2009-02-10,5.9,5.494047,2009
Vanity Fair,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2004-09-01,5.5,6.618149,2004
Bodyguards and Assassins,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]",2009-12-18,6.5,7.876883,2009
1408,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2007-07-12,6.5,35.169779,2007
Spaceballs,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1987-06-24,6.7,39.890798,1987
The Water Diviner,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}]",2014-12-25,6.8,22.096286,2014
Ghost,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",1990-07-12,6.9,41.967005,1990
There's Something About Mary,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",1998-07-15,6.5,57.110486,1998
The Santa Clause,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1994-11-10,6.3,16.234053,1994
The Rookie,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",2002-03-25,6.5,11.263361,2002
The Game Plan,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2007-09-28,6.0,20.699212,2007
The Bridges of Madison County,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1995-05-28,7.3,17.606087,1995
The Animal,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2001-06-01,4.6,13.786075,2001
Gandhi,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1982-11-30,7.4,35.227212,1982
The Hundred-Foot Journey,"[{""id"": 18, ""name"": ""Drama""}]",2014-08-06,7.3,27.898438,2014
The Net,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",1995-07-28,5.6,23.218144,1995
I Am Sam,"[{""id"": 18, ""name"": ""Drama""}]",2001-12-28,7.2,26.071644,2001
Son of God,"[{""id"": 18, ""name"": ""Drama""}]",2014-02-28,5.9,9.175762,2014
Underworld,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2003-09-19,6.6,81.829237,2003
Derailed,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2005-11-11,6.1,17.7091,2005
The Informant!,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2009-09-18,6.0,17.772518,2009
Shadowlands,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1993-12-25,6.8,5.609755,1993
Deuce Bigalow: European Gigolo,"[{""id"": 35, ""name"": ""Comedy""}]",2005-08-06,4.7,10.259461,2005
Delivery Man,"[{""id"": 35, ""name"": ""Comedy""}]",2013-10-10,6.2,30.114383,2013
Our Kind of Traitor,"[{""id"": 53, ""name"": ""Thriller""}]",2016-05-05,6.0,10.547959,2016
Saving Silverman,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",2001-02-09,5.4,12.887673,2001
Diary of a Wimpy Kid: Dog Days,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2012-08-02,6.0,13.410919,2012
Summer of Sam,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",1999-07-02,6.3,3.70789,1999
Jay and Silent Bob Strike Back,"[{""id"": 35, ""name"": ""Comedy""}]",2001-08-22,6.4,21.865021,2001
The Glass House,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2001-09-14,5.4,9.448517,2001
"Hail, Caesar!","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",2016-02-05,5.7,39.006187,2016
Josie and the Pussycats,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",2001-04-06,5.3,6.404571,2001
Homefront,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2013-11-27,6.4,35.737655,2013
The Little Vampire,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 27, ""name"": ""Horror""}]",2000-10-27,6.1,4.365196,2000
I Heart Huckabees,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2004-09-10,6.2,14.925633,2004
RoboCop 3,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1993-04-17,4.2,14.725467,1993
Megiddo: The Omega Code 2,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2001-09-07,3.6,0.809588,2001
Darling Lili,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",1970-01-01,4.9,0.816883,1970
Dudley Do-Right,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",1999-08-27,3.8,8.792054,1999
The Transporter Refueled,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",2015-09-03,5.2,25.002715,2015
The Libertine,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2004-09-16,5.9,7.588597,2004
Black Book,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",2006-09-01,7.2,13.906611,2006
Joyeux Noël,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}, {""id"": 10402, ""name"": ""Music""}]",2005-11-09,7.2,13.960945,2005
Hit & Run,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2012-08-22,5.5,16.668854,2012
Mad Money,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2008-01-17,5.9,6.847133,2008
Before I Go to Sleep,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2014-09-03,6.2,48.784734,2014
Sorcerer,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",1977-06-24,7.4,9.088209,1977
Stone,"[{""id"": 18, ""name"": ""Drama""}]",2010-10-07,5.2,12.445176,2010
Moliere,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2007-01-31,6.7,4.61335,2007
Out of the Furnace,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",2013-12-06,6.5,29.230298,2013
Michael Clayton,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 80, ""name"": ""Crime""}]",2007-09-28,6.5,18.961323,2007
My Fellow Americans,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1996-12-20,6.3,2.809378,1996
Arlington Road,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",1999-03-19,7.0,12.819447,1999
Underdogs,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}]",2013-07-18,6.0,14.866351,2013
To Rome with Love,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",2012-04-20,5.6,15.013386,2012
Firefox,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",1982-06-13,5.5,8.700565,1982
